savol,modda_num,modda_text
Mehnat shartnomasiga qo‘shimcha asoslar kiritilishi mumkinmi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Qachon ish beruvchi mehnat shartnomasini tuzishga majbur bo‘ladi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Majburiy mehnat nima va nega taqiqlanadi?,mehnat kodeksi 5-modda,"Mehnat erkinligi har kimning mehnat qilishga bo‘lgan o‘z qobiliyatlarini tasarruf etish, ularni qonun bilan taqiqlanmagan har qanday shaklda amalga oshirish, mashg‘ulot turini, kasbni va mutaxassislikni, ish joyini hamda mehnat sharoitlarini erkin tanlash huquqini anglatadi.
Yakka tartibdagi mehnatga oid munosabatlarga muvofiq mehnat erkinligi mehnat shartnomasi erkinligida namoyon bo‘lib, bu quyidagilarni anglatadi:
xodimlar va ish beruvchilarning mehnat shartnomasini tuzishdagi erkinligini. Xodimni va ish beruvchini mehnat shartnomasini tuzishga majburlashga yo‘l qo‘yilmaydi. Ish beruvchi xodim bilan mehnat shartnomasini ushbu Kodeksda, qonunda yoki ixtiyoriy ravishda olingan majburiyatda ish beruvchining shartnoma tuzish majburiyati nazarda tutilgan hollarda tuzishi shart;
mehnat shartnomasining shartnomaviy (asosiy va qo‘shimcha) shartlarini ushbu shartnoma taraflarining kelishuviga ko‘ra belgilashni;
mehnat shartnomasini xodim va ish beruvchi o‘rtasidagi kelishuvga ko‘ra o‘zgartirish imkoniyatini;
har qanday mehnat shartnomasini ushbu shartnoma taraflarining kelishuviga ko‘ra istalgan vaqtda bekor qilish imkoniyatini;
xodimning ushbu Kodeksda belgilangan tartibda mehnat shartnomasini o‘z tashabbusi bilan bekor qilish huquqini;
ish beruvchining xodim bilan tuzilgan mehnat shartnomasini ushbu Kodeksda mehnat shartnomasini bekor qilish uchun nazarda tutilgan asoslar mavjud bo‘lganda va belgilangan tartibga rioya etilgan holda o‘z tashabbusi bilan bekor qilish huquqini;
ushbu Kodeksda yoki boshqa qonunda belgilangan hollarda, mehnat shartnomasida uni bekor qilishning qo‘shimcha asoslarini nazarda tutish imkoniyatini.
Majburiy mehnat taqiqlanadi"
Mehnat sohasidagi ijtimoiy sheriklik nimani anglatadi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Ushbu prinsipga ko‘ra kimlar o‘rtasida hamkorlik amalga oshiriladi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Davlat organlari ijtimoiy sheriklikda qanday rol o‘ynaydi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Ijtimoiy-mehnat munosabatlarini tartibga solishdagi asosiy maqsad nima?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Ijtimoiy sheriklik ikki tomonlama qanday taraflar o‘rtasida bo‘ladi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Uch tomonlama sheriklikda qanday subyektlar ishtirok etadi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Mehnat qonunchiligi ijtimoiy sheriklikni qanday qo‘llab-quvvatlaydi?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Xodimlar va ish beruvchilar qanday huquqlarni himoya qilish uchun birlashishi mumkin?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Jamoaviy muzokaralar o‘tkazish huquqi kimlarga tegishli?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
Jamoa kelishuvlari va shartnomalar tuzish huquqi kimga berilgan?,mehnat kodeksi 6-modda,"Mehnat sohasidagi ijtimoiy sheriklik prinsipi xodimlarning, ular vakillarining, ish beruvchilarning, ular vakillarining, shuningdek davlat organlarining ijtimoiy-mehnat munosabatlarini tartibga solish masalalari yuzasidan xodimlarning, ish beruvchilarning va davlatning manfaatlarini muvofiqlashtirishni ta’minlashga qaratilgan hamkorligidan iboratdir.
Mehnat sohasidagi ijtimoiy sheriklik prinsipiga asoslangan holda mehnat to‘g‘risidagi qonunchilik:
yakka tartibdagi mehnatga oid munosabatlarni hamda ular bilan bevosita bog‘liq bo‘lgan ijtimoiy munosabatlarni tartibga solish masalalari yuzasidan xodimlarning va ish beruvchilarning manfaatlarini muvofiqlashtirish maqsadida mehnat sohasidagi ikki tomonlama (xodimlar, ularning vakillari va ish beruvchilar, ularning vakillari o‘rtasidagi) va uch tomonlama (xodimlarning, ish beruvchilarning vakillari va ijro etuvchi hokimiyat organlari o‘rtasidagi) hamkorlikni amalga oshirish uchun zarur shart-sharoitlar yaratadi;
xodimlarning va ish beruvchilarning vakillikni ta’minlash hamda o‘z manfaatlarini himoya qilish uchun birlashishga bo‘lgan huquqini kafolatlaydi;
xodimlar va ish beruvchilar vakillarining jamoaviy muzokaralar olib borishga, jamoa kelishuvlarini hamda jamoa shartnomasini tuzishga bo‘lgan huquqini mustahkamlaydi;
ish beruvchi tomonidan boshlang‘ich kasaba uyushmasi tashkilotining saylab qo‘yiladigan organi (kasaba uyushmasi qo‘mitasi, kasaba uyushmasining tashkilotchisi yoki kasaba uyushmasi guruhining tashkilotchisi) yoki xodimlarning boshqa vakillik organi (bundan buyon matnda kasaba uyushmasi qo‘mitasi deb yuritiladi) bilan kelishgan holda qanday ichki hujjatlar qabul qilinishi mumkinligini belgilaydi;
mehnat nizolarini hal qilishda (tartibga solishda) xodimlarning va ish beruvchilarning vakillari ishtirokini nazarda tutadi;
xodimlarning va ish beruvchilarning mehnat sohasidagi manfaatlari muvozanatini ta’minlashga qaratilgan boshqa chora-tadbirlarni mustahkamlaydi."
